exp_id,seed,k_eval,gen,id,t_spin,h_score,t_norm,h_norm,diversity,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14
noHITL,2,0,1,50,0.00242571,,0.0118391,0,0.236013,0.2911,0.21483,0.216067,0.292972,0.224533,0.168935,0.291218,0.225221,0.204106,0.285105,0.152571,0.292144,0.163126,0.161325,0.291339
noHITL,2,0,1,51,0.0202996,,0.161065,0,0.236013,0.221695,0.176956,0.29734,0.200282,0.291201,0.218924,0.20519,0.236,0.286578,0.297013,0.254359,0.205246,0.279539,0.288648,0.231438
noHITL,2,0,1,52,0.00951737,,0.0710463,0,0.236013,0.256733,0.280725,0.252672,0.247565,0.207108,0.240061,0.186477,0.167982,0.18878,0.216936,0.201685,0.255297,0.207379,0.225729,0.193628
noHITL,2,0,1,53,0.120785,,1,0,0.236013,0.163354,0.257519,0.183617,0.219816,0.239093,0.250893,0.212211,0.191865,0.283917,0.246641,0.187204,0.265214,0.230521,0.212965,0.164609
noHITL,2,0,1,54,0.0213672,,0.169978,0,0.236013,0.183324,0.165814,0.254584,0.262145,0.215362,0.158144,0.17549,0.291736,0.283787,0.209739,0.171215,0.216521,0.215028,0.152931,0.257849
noHITL,2,0,1,55,0.0174863,,0.137578,0,0.236013,0.248616,0.237988,0.271041,0.273123,0.182122,0.160539,0.205316,0.282194,0.266328,0.188305,0.260018,0.235,0.191474,0.258097,0.192532
noHITL,2,0,1,56,0.00876003,,0.0647234,0,0.236013,0.201235,0.180364,0.233679,0.217252,0.244847,0.151577,0.21086,0.155633,0.195758,0.16294,0.231831,0.288067,0.278153,0.223688,0.201628
noHITL,2,0,1,57,0.0159139,,0.12445,0,0.236013,0.150331,0.246692,0.198304,0.20865,0.243328,0.177676,0.23417,0.217461,0.206482,0.275666,0.259664,0.173721,0.286744,0.150289,0.186477
noHITL,2,0,1,58,0.0816512,,0.67328,0,0.236013,0.170561,0.201206,0.172198,0.192176,0.210068,0.221008,0.190477,0.160197,0.231084,0.245008,0.248392,0.154302,0.165879,0.25024,0.165386
noHITL,2,0,1,59,0.00403448,,0.0252705,0,0.236013,0.159989,0.217753,0.204711,0.251001,0.156047,0.183797,0.192778,0.19879,0.15119,0.232632,0.15195,0.195085,0.286474,0.173729,0.245754
noHITL,2,0,1,60,0.00566512,,0.0388845,0,0.236013,0.218481,0.28874,0.216104,0.180398,0.299349,0.258592,0.169451,0.229231,0.195938,0.282287,0.174143,0.246584,0.293637,0.286324,0.285074
noHITL,2,0,1,61,0.0104841,,0.0791172,0,0.236013,0.249538,0.195457,0.161235,0.175778,0.284039,0.256186,0.165654,0.295805,0.226484,0.175771,0.221941,0.209877,0.182082,0.244941,0.228914
noHITL,2,0,1,62,0.0249662,,0.200026,0,0.236013,0.191118,0.270416,0.230821,0.200915,0.173672,0.224919,0.173095,0.287336,0.224238,0.28691,0.197981,0.219038,0.228205,0.284752,0.169042
noHITL,2,0,1,63,0.0329193,,0.266425,0,0.236013,0.209794,0.162656,0.287151,0.272483,0.210084,0.250326,0.231456,0.241768,0.277828,0.297972,0.162133,0.235183,0.285488,0.209478,0.188194
noHITL,2,0,1,64,0.0236914,,0.189383,0,0.236013,0.169677,0.243783,0.181653,0.206751,0.210187,0.243667,0.29329,0.298286,0.19484,0.189677,0.258039,0.25344,0.190703,0.291897,0.270206
noHITL,2,0,1,65,0.0369489,,0.300068,0,0.236013,0.179794,0.224483,0.163844,0.228743,0.235412,0.1772,0.161187,0.177012,0.223171,0.15839,0.176105,0.179116,0.214366,0.230432,0.205127
noHITL,2,0,1,66,0.00733927,,0.0528617,0,0.236013,0.246809,0.289808,0.184938,0.298503,0.200051,0.239776,0.203838,0.252059,0.27798,0.268926,0.243276,0.234837,0.172901,0.272016,0.297519
noHITL,2,0,1,67,0.0165515,,0.129773,0,0.236013,0.245036,0.237216,0.172289,0.191501,0.204078,0.178757,0.298559,0.28849,0.205811,0.171773,0.209336,0.174646,0.230733,0.176753,0.157357
noHITL,2,0,1,68,0.00194951,,0.00786344,0,0.236013,0.242151,0.207151,0.252521,0.228375,0.244145,0.197774,0.237334,0.224186,0.239148,0.151153,0.294735,0.185266,0.161503,0.194223,0.25394
noHITL,2,0,1,69,0.00704263,,0.0503851,0,0.236013,0.28991,0.276623,0.199004,0.274826,0.158159,0.163925,0.177952,0.268165,0.258637,0.169671,0.256219,0.264267,0.178629,0.250605,0.21084
noHITL,2,0,1,70,0.00268972,,0.0140433,0,0.236013,0.161011,0.227618,0.223885,0.282286,0.234029,0.276037,0.217988,0.257331,0.29548,0.153167,0.217696,0.214478,0.26701,0.152781,0.236978
noHITL,2,0,1,71,0.0440594,,0.359433,0,0.236013,0.191824,0.221487,0.257588,0.244484,0.186929,0.180811,0.277598,0.22613,0.296934,0.249528,0.183851,0.175404,0.198639,0.264553,0.219039
noHITL,2,0,1,72,0.00100765,,0,0,0.236013,0.235189,0.239281,0.176185,0.201475,0.194176,0.290442,0.151133,0.293427,0.171177,0.23162,0.189384,0.195662,0.2644,0.253658,0.264809
noHITL,2,0,1,73,0.00706868,,0.0506026,0,0.236013,0.178357,0.180414,0.263657,0.168193,0.28608,0.288559,0.225772,0.255494,0.200173,0.245516,0.153753,0.182892,0.218056,0.223533,0.29786
noHITL,2,0,1,74,0.0103116,,0.0776769,0,0.236013,0.299835,0.168465,0.191423,0.162388,0.201213,0.292338,0.235467,0.155993,0.228095,0.289965,0.295919,0.286779,0.263889,0.187735,0.285083
noHITL,2,0,1,75,0.00595905,,0.0413385,0,0.236013,0.194576,0.281644,0.15621,0.158462,0.270474,0.166006,0.215881,0.201473,0.191686,0.204308,0.222849,0.275465,0.242578,0.286105,0.275506
noHITL,2,0,1,76,0.0218977,,0.174408,0,0.236013,0.17192,0.213415,0.229952,0.188364,0.234943,0.296133,0.183783,0.267684,0.299242,0.188109,0.278409,0.176085,0.288301,0.195632,0.191702
noHITL,2,0,1,77,0.00104372,,0.000301117,0,0.236013,0.28571,0.193675,0.183314,0.1964,0.25102,0.153243,0.173072,0.16664,0.228499,0.157693,0.288097,0.220247,0.242282,0.180101,0.254378
noHITL,2,0,1,78,0.0185183,,0.146194,0,0.236013,0.153597,0.161777,0.286894,0.182257,0.223549,0.228467,0.177805,0.238425,0.189192,0.248359,0.188585,0.214875,0.225114,0.152908,0.166298
noHITL,2,0,1,79,0.02463,,0.197219,0,0.236013,0.163266,0.217555,0.230628,0.296516,0.201742,0.176828,0.295079,0.23034,0.294398,0.202756,0.161169,0.218101,0.296836,0.160731,0.221373
noHITL,2,0,1,80,0.00112731,,0.000999011,0,0.236013,0.27732,0.181648,0.268824,0.159698,0.197208,0.175601,0.296153,0.241028,0.191838,0.288372,0.233081,0.20341,0.256308,0.251248,0.294336
noHITL,2,0,1,81,0.0563707,,0.462217,0,0.236013,0.159183,0.281587,0.247776,0.173032,0.211141,0.158531,0.280577,0.165033,0.182892,0.256302,0.264144,0.182555,0.17329,0.153776,0.161983
noHITL,2,0,1,82,0.0153017,,0.119339,0,0.236013,0.282353,0.176868,0.210537,0.265505,0.297462,0.280877,0.288417,0.274799,0.202328,0.245576,0.256094,0.21192,0.240505,0.29563,0.198993
noHITL,2,0,1,83,0.00185463,,0.00707134,0,0.236013,0.288079,0.2981,0.238042,0.287257,0.26155,0.257811,0.166972,0.261942,0.176843,0.263551,0.158967,0.281404,0.178036,0.278723,0.284329
noHITL,2,0,1,84,0.00733128,,0.052795,0,0.236013,0.165366,0.167374,0.296266,0.297632,0.164444,0.245401,0.205394,0.158846,0.277766,0.249537,0.159082,0.217997,0.21102,0.297749,0.299183
noHITL,2,0,1,85,0.0854038,,0.70461,0,0.236013,0.183991,0.264462,0.24941,0.215149,0.236366,0.211529,0.155884,0.263231,0.269353,0.290268,0.228162,0.159989,0.288999,0.187659,0.169775
noHITL,2,0,1,86,0.0032433,,0.0186651,0,0.236013,0.171789,0.238675,0.208614,0.256206,0.162505,0.15247,0.29404,0.163619,0.201845,0.152818,0.28252,0.277026,0.238282,0.173794,0.270228
noHITL,2,0,1,87,0.0356516,,0.289237,0,0.236013,0.160146,0.218567,0.197374,0.29957,0.296661,0.274662,0.217659,0.22539,0.232739,0.233854,0.177313,0.180192,0.255921,0.276924,0.293927
noHITL,2,0,1,88,0.0169661,,0.133235,0,0.236013,0.264127,0.233225,0.162837,0.16283,0.172887,0.255927,0.191724,0.213488,0.172863,0.185523,0.205628,0.242015,0.296656,0.169078,0.193991
noHITL,2,0,1,89,0.00447889,,0.0289808,0,0.236013,0.299491,0.282469,0.293328,0.229372,0.185366,0.18022,0.270581,0.289712,0.242535,0.252962,0.282554,0.188604,0.237221,0.234998,0.288434
noHITL,2,0,1,90,0.00289055,,0.0157201,0,0.236013,0.198565,0.1707,0.165566,0.192466,0.159748,0.195952,0.236776,0.216892,0.246786,0.22861,0.263524,0.217885,0.266063,0.22108,0.258932
noHITL,2,0,1,91,0.00473279,,0.0311006,0,0.236013,0.266249,0.278151,0.174163,0.258496,0.151647,0.20999,0.234841,0.154426,0.155759,0.18589,0.20327,0.255067,0.17859,0.209435,0.285799
noHITL,2,0,1,92,0.011288,,0.0858291,0,0.236013,0.198396,0.264851,0.237838,0.157995,0.295913,0.166544,0.20126,0.292786,0.186488,0.292399,0.249076,0.178835,0.171187,0.297307,0.217246
noHITL,2,0,1,93,0.0119716,,0.0915365,0,0.236013,0.259575,0.169913,0.226017,0.164183,0.224421,0.151473,0.156268,0.287109,0.283437,0.265886,0.229431,0.174953,0.260731,0.182115,0.158702
noHITL,2,0,1,94,0.00885806,,0.0655419,0,0.236013,0.197352,0.237829,0.237274,0.274687,0.208792,0.172443,0.155961,0.179702,0.290133,0.155583,0.245739,0.21547,0.178057,0.251054,0.239224
noHITL,2,0,1,95,0.0345587,,0.280112,0,0.236013,0.160027,0.249587,0.16146,0.183561,0.235445,0.257448,0.236747,0.28465,0.255057,0.295504,0.191149,0.297724,0.179184,0.178897,0.178467
noHITL,2,0,1,96,0.0404905,,0.329636,0,0.236013,0.167708,0.243831,0.150679,0.271136,0.239856,0.19543,0.283629,0.276424,0.244758,0.161348,0.294725,0.242795,0.284097,0.174448,0.154076
noHITL,2,0,1,97,0.0161665,,0.126558,0,0.236013,0.194881,0.267555,0.273506,0.283417,0.202885,0.272716,0.173253,0.232436,0.157596,0.258001,0.204301,0.166182,0.249741,0.213901,0.197892
noHITL,2,0,1,98,0.0223954,,0.178563,0,0.236013,0.204748,0.264743,0.211188,0.282113,0.172903,0.208047,0.280368,0.239577,0.258731,0.276077,0.228764,0.168488,0.198485,0.189755,0.173298
noHITL,2,0,1,99,0.0076556,,0.0555027,0,0.236013,0.240811,0.18206,0.27926,0.218263,0.270379,0.276953,0.249033,0.272841,0.268423,0.236891,0.199088,0.21184,0.195536,0.222591,0.210409
noHITL,2,0,2,0,0.120785,,0.368155,0,0.205438,0.163354,0.257519,0.183617,0.219816,0.239093,0.250893,0.212211,0.191865,0.283917,0.246641,0.187204,0.265214,0.230521,0.212965,0.164609
noHITL,2,0,2,1,0.0854038,,0.259213,0,0.205438,0.183991,0.264462,0.24941,0.215149,0.236366,0.211529,0.155884,0.263231,0.269353,0.290268,0.228162,0.159989,0.288999,0.187659,0.169775
noHITL,2,0,2,2,0.0816512,,0.247659,0,0.205438,0.170561,0.201206,0.172198,0.192176,0.210068,0.221008,0.190477,0.160197,0.231084,0.245008,0.248392,0.154302,0.165879,0.25024,0.165386
noHITL,2,0,2,3,0.065056,,0.19656,0,0.205438,0.194477,0.176359,0.161886,0.179835,0.214438,0.246272,0.163107,0.25736,0.165262,0.17634,0.256998,0.28279,0.297471,0.247936,0.22166
noHITL,2,0,2,4,0.0591849,,0.178482,0,0.205438,0.159173,0.205916,0.215116,0.29608,0.25473,0.243868,0.173392,0.215264,0.205685,0.29106,0.217923,0.278265,0.248042,0.281893,0.1505
noHITL,2,0,2,5,0.00347114,,0.00693358,0,0.205438,0.199877,0.166772,0.212012,0.170958,0.204583,0.166139,0.207486,0.230654,0.161177,0.188528,0.213982,0.190896,0.234469,0.271671,0.267374
noHITL,2,0,2,6,0.0409285,,0.122269,0,0.205438,0.181282,0.179799,0.233713,0.20501,0.157028,0.184745,0.294674,0.295511,0.203516,0.156266,0.269981,0.192099,0.157773,0.186679,0.172839
noHITL,2,0,2,7,0.00121933,,0,0,0.205438,0.286489,0.179238,0.262401,0.171223,0.161451,0.20572,0.241518,0.229702,0.27621,0.215458,0.241749,0.158943,0.261785,0.254281,0.271788
noHITL,2,0,2,8,0.0152005,,0.0430497,0,0.205438,0.165633,0.219298,0.248136,0.151246,0.277679,0.273108,0.226947,0.201898,0.259357,0.283449,0.22417,0.282783,0.172165,0.19962,0.257677
noHITL,2,0,2,9,0.0686283,,0.20756,0,0.205438,0.20399,0.228362,0.248218,0.238385,0.214229,0.171078,0.211697,0.183951,0.27188,0.268506,0.182318,0.237461,0.248996,0.214179,0.162886
noHITL,2,0,2,10,0.00720006,,0.0184153,0,0.205438,0.258867,0.162799,0.252186,0.162054,0.238657,0.191584,0.21062,0.297885,0.292542,0.236627,0.253311,0.270739,0.257857,0.169532,0.218656
noHITL,2,0,2,11,0.0101296,,0.0274358,0,0.205438,0.275035,0.262165,0.185656,0.279437,0.241924,0.192877,0.158597,0.26131,0.215203,0.296153,0.189705,0.160291,0.187154,0.210602,0.15556
noHITL,2,0,2,12,0.00344878,,0.00686473,0,0.205438,0.208207,0.1865,0.298538,0.175724,0.276653,0.17519,0.236913,0.248869,0.230237,0.291968,0.214815,0.24762,0.280485,0.185096,0.231295
noHITL,2,0,2,13,0.0389736,,0.11625,0,0.205438,0.297627,0.2642,0.255972,0.208736,0.277683,0.276026,0.215698,0.235594,0.251883,0.268326,0.216831,0.199754,0.170985,0.258253,0.262069
noHITL,2,0,2,14,0.0092368,,0.0246867,0,0.205438,0.178896,0.278587,0.174441,0.274047,0.169345,0.246324,0.22796,0.170072,0.257294,0.265081,0.283618,0.223847,0.227695,0.24818,0.286024
noHITL,2,0,2,15,0.105641,,0.321527,0,0.205438,0.177072,0.189958,0.154652,0.196068,0.215606,0.238778,0.185465,0.210395,0.154676,0.215789,0.261175,0.276247,0.255168,0.204499,0.159087
noHITL,2,0,2,16,0.0811272,,0.246045,0,0.205438,0.182829,0.251202,0.236304,0.180621,0.195773,0.201464,0.279554,0.15,0.15631,0.193458,0.188891,0.250776,0.292107,0.179342,0.1539
noHITL,2,0,2,17,0.0415331,,0.124131,0,0.205438,0.175823,0.247356,0.197392,0.259069,0.234244,0.202742,0.191895,0.247966,0.203608,0.296265,0.22782,0.253536,0.266156,0.272436,0.161647
noHITL,2,0,2,18,0.0555035,,0.167147,0,0.205438,0.15,0.277391,0.251865,0.164381,0.196315,0.206624,0.286778,0.1628,0.167601,0.231913,0.275777,0.172535,0.232127,0.161958,0.169965
noHITL,2,0,2,19,0.0380244,,0.113327,0,0.205438,0.160454,0.20176,0.283403,0.27125,0.221588,0.156963,0.177625,0.263273,0.21516,0.239867,0.151892,0.207978,0.250434,0.185032,0.19867
noHITL,2,0,2,20,0.0804048,,0.243821,0,0.205438,0.186141,0.211991,0.238492,0.3,0.173297,0.195922,0.270091,0.211652,0.253099,0.270453,0.209762,0.173857,0.194826,0.263531,0.16798
noHITL,2,0,2,21,0.0277022,,0.0815438,0,0.205438,0.152905,0.195844,0.171395,0.232447,0.232812,0.152968,0.215556,0.295443,0.241484,0.244588,0.175291,0.196153,0.224067,0.199042,0.190607
noHITL,2,0,2,22,0.139732,,0.426497,0,0.205438,0.15017,0.192607,0.233891,0.179001,0.228328,0.231038,0.172108,0.182329,0.197013,0.248482,0.27171,0.161856,0.163955,0.182386,0.15
noHITL,2,0,2,23,0.0121273,,0.0335869,0,0.205438,0.157317,0.239033,0.247082,0.177217,0.234132,0.157718,0.297754,0.192727,0.265378,0.21882,0.267511,0.166225,0.241195,0.161534,0.155866
noHITL,2,0,2,24,0.0445033,,0.133276,0,0.205438,0.18073,0.176634,0.18725,0.175136,0.220489,0.214144,0.194716,0.239412,0.245193,0.255165,0.245368,0.150799,0.20187,0.198938,0.1791
noHITL,2,0,2,25,0.100914,,0.306972,0,0.205438,0.158114,0.282398,0.228421,0.28735,0.197299,0.222501,0.3,0.231672,0.178783,0.251725,0.269639,0.298263,0.216029,0.15,0.151912
noHITL,2,0,2,26,0.0100666,,0.0272417,0,0.205438,0.210529,0.202364,0.250655,0.2609,0.218253,0.183892,0.194722,0.15,0.228436,0.222745,0.280645,0.1863,0.171482,0.234904,0.170746
noHITL,2,0,2,27,0.165771,,0.506674,0,0.205438,0.157615,0.211123,0.22332,0.287789,0.256003,0.251654,0.190351,0.251156,0.215947,0.280591,0.212936,0.203184,0.216692,0.235235,0.153127
