exp_id,seed,k_eval,gen,id,t_spin,h_anchor,h_guard,t_norm,h_norm,diversity,r_0,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14
HITL,2,40,146,5,0.02787,5,5,0.00907089,0.402778,0.0480344,0.173726,0.258926,0.269095,0.289005,0.281929,0.204506,0.240482,0.298515,0.278791,0.1527,0.291044,0.276854,0.263207,0.153112,0.299658
HITL,2,40,146,6,0.00819836,5,5,0.00119764,0.402778,0.0480344,0.285832,0.25284,0.201398,0.158721,0.29318,0.228162,0.233978,0.270052,0.151333,0.265206,0.20806,0.196701,0.187788,0.298086,0.186216
HITL,2,40,146,7,0.00659027,5,5,0.000554026,0.402778,0.0480344,0.276637,0.199927,0.168046,0.259701,0.224747,0.254464,0.20077,0.177996,0.202869,0.266784,0.289797,0.259827,0.276274,0.175457,0.2104
HITL,2,40,146,8,0.0765661,5,5,0.0285607,0.402778,0.0480344,0.165894,0.225554,0.248554,0.193351,0.224271,0.178837,0.155995,0.266547,0.162078,0.175193,0.23083,0.237093,0.248564,0.266254,0.181803
HITL,2,40,146,9,0.013497,5,5,0.00331831,0.402778,0.0480344,0.210171,0.285106,0.162345,0.17384,0.173473,0.250413,0.241835,0.165662,0.193206,0.261943,0.17056,0.230253,0.216224,0.204178,0.182508
HITL,2,40,146,10,0.00769129,5,5,0.00099469,0.402778,0.0480344,0.253676,0.245213,0.288398,0.214661,0.162278,0.247935,0.179496,0.197203,0.15408,0.218106,0.223801,0.241424,0.150522,0.15431,0.163929
HITL,2,40,146,11,0.0526752,5,5,0.0189987,0.402778,0.0480344,0.2004,0.181489,0.246892,0.281631,0.23431,0.193491,0.276827,0.254472,0.241746,0.220573,0.24649,0.278546,0.274409,0.298756,0.187925
HITL,2,40,146,12,0.00604439,5,5,0.000335547,0.402778,0.0480344,0.263538,0.168128,0.22906,0.284212,0.234064,0.220799,0.225683,0.19704,0.292642,0.160897,0.223539,0.26708,0.265434,0.209906,0.240118
HITL,2,40,146,13,0.00520601,5,5,0,0.402778,0.0480344,0.241774,0.262272,0.257167,0.250495,0.217998,0.289033,0.1596,0.290056,0.172,0.225077,0.174184,0.171139,0.214712,0.185633,0.194781
HITL,2,40,146,14,0.0121454,5,5,0.00277739,0.402778,0.0480344,0.297074,0.208051,0.15014,0.265837,0.170021,0.209829,0.177069,0.177202,0.288398,0.298132,0.249392,0.202951,0.208765,0.214618,0.215615
HITL,2,40,146,15,2.46292,5,5,0.983658,0.402778,0.0480344,0.150704,0.222452,0.251603,0.276851,0.24896,0.222861,0.24607,0.269325,0.259014,0.233752,0.220274,0.205471,0.197994,0.173365,0.15
HITL,2,40,146,16,2.46433,5,5,0.984222,0.402778,0.0480344,0.15,0.221507,0.250978,0.27692,0.247462,0.221838,0.244955,0.271601,0.258552,0.233801,0.220987,0.207269,0.197319,0.171818,0.15
HITL,2,40,146,17,2.46352,5,5,0.983897,0.402778,0.0480344,0.150771,0.222233,0.252471,0.278566,0.246956,0.22349,0.246907,0.271967,0.257888,0.233588,0.218336,0.206781,0.197917,0.174088,0.15
HITL,2,40,146,18,2.45847,5,5,0.981879,0.402778,0.0480344,0.150276,0.222623,0.252435,0.277826,0.246779,0.223233,0.245721,0.270257,0.25615,0.231528,0.218018,0.208371,0.197899,0.173129,0.15
HITL,2,40,146,19,2.45296,5,5,0.979673,0.402778,0.0480344,0.15,0.223138,0.248491,0.278344,0.249939,0.22348,0.244856,0.27095,0.254864,0.233591,0.217342,0.204061,0.195861,0.174061,0.15
HITL,2,40,146,20,2.41474,5,5,0.964376,0.402778,0.0480344,0.15,0.222424,0.252051,0.278008,0.247273,0.222508,0.247986,0.273355,0.256926,0.232419,0.215414,0.206903,0.201125,0.173945,0.151019
HITL,2,40,146,21,2.42687,5,5,0.969231,0.402778,0.0480344,0.150998,0.222921,0.25186,0.278143,0.246857,0.224177,0.247895,0.270938,0.257146,0.23293,0.218412,0.207365,0.19865,0.174358,0.150857
HITL,2,40,146,22,2.48517,5,5,0.992562,0.402778,0.0480344,0.15,0.22258,0.252412,0.279635,0.248138,0.222543,0.245272,0.269561,0.258872,0.234103,0.219538,0.209214,0.199964,0.173042,0.15
HITL,2,40,146,23,2.44597,5,5,0.976876,0.402778,0.0480344,0.150461,0.222063,0.250873,0.276644,0.247547,0.222048,0.246455,0.270278,0.260089,0.234427,0.220253,0.207354,0.197976,0.17121,0.150316
HITL,2,40,146,24,2.40757,5,5,0.961506,0.402778,0.0480344,0.150153,0.222421,0.251389,0.278153,0.247524,0.222844,0.24624,0.27496,0.256899,0.232832,0.21905,0.203531,0.194479,0.173829,0.15123
HITL,2,40,146,25,2.43109,5,5,0.970919,0.402778,0.0480344,0.150545,0.223945,0.250026,0.278552,0.246827,0.222063,0.247907,0.27147,0.25692,0.234497,0.220097,0.206332,0.195203,0.173457,0.150889
HITL,2,40,146,26,2.49098,5,5,0.994888,0.402778,0.0480344,0.15,0.223253,0.252396,0.27697,0.247613,0.22312,0.247555,0.269007,0.257662,0.233351,0.219654,0.207828,0.198005,0.173974,0.15031
HITL,2,40,146,27,2.47937,5,5,0.990243,0.402778,0.0480344,0.15,0.223793,0.252349,0.275369,0.245818,0.224873,0.246702,0.270013,0.257401,0.231729,0.218104,0.208417,0.198535,0.173301,0.15
HITL,2,40,146,28,2.46742,5,5,0.985461,0.402778,0.0480344,0.15,0.224005,0.251513,0.276108,0.248176,0.222787,0.245406,0.269715,0.259564,0.233825,0.219598,0.204352,0.195736,0.174994,0.150334
HITL,2,40,146,29,2.41122,5,5,0.962968,0.402778,0.0480344,0.150062,0.223292,0.25262,0.281812,0.246826,0.223666,0.245721,0.270419,0.25831,0.231413,0.221583,0.205612,0.195543,0.172939,0.150703
HITL,2,40,146,30,2.46331,5,5,0.983816,0.402778,0.0480344,0.15,0.222563,0.251154,0.278557,0.247876,0.222991,0.246441,0.272072,0.255091,0.23385,0.217494,0.203705,0.194289,0.176103,0.150437
HITL,2,40,146,31,2.42285,5,5,0.96762,0.402778,0.0480344,0.150895,0.225382,0.251468,0.275797,0.246816,0.221925,0.246908,0.273206,0.256884,0.230266,0.220374,0.207607,0.19732,0.173455,0.150045
HITL,2,40,146,32,2.46788,5,5,0.985644,0.402778,0.0480344,0.15,0.222269,0.252314,0.277613,0.247889,0.224877,0.248088,0.27368,0.255577,0.233191,0.217235,0.207283,0.197716,0.17399,0.151136
HITL,2,40,146,33,2.42102,5,5,0.966891,0.402778,0.0480344,0.15053,0.22384,0.253087,0.275738,0.246154,0.221215,0.24718,0.27261,0.256556,0.233234,0.219615,0.207967,0.198918,0.172709,0.150865
HITL,2,40,146,34,2.44478,5,5,0.976398,0.402778,0.0480344,0.15,0.223266,0.25154,0.279194,0.24839,0.223453,0.248507,0.271805,0.257146,0.232093,0.218756,0.207131,0.196347,0.173373,0.151468
HITL,2,40,146,35,2.4575,5,5,0.981489,0.402778,0.0480344,0.150156,0.223895,0.250851,0.275895,0.24723,0.223417,0.246553,0.270681,0.257063,0.234569,0.217667,0.20746,0.197693,0.172629,0.150778
HITL,2,40,146,36,2.45186,5,5,0.979232,0.402778,0.0480344,0.151099,0.222912,0.252652,0.277358,0.247177,0.222142,0.245896,0.271316,0.259198,0.232671,0.219633,0.208657,0.198197,0.174256,0.15
HITL,2,40,146,37,2.3583,5,5,0.941787,0.402778,0.0480344,0.15,0.221974,0.25101,0.27651,0.247183,0.220147,0.245605,0.272038,0.257824,0.232399,0.216163,0.204936,0.202356,0.173419,0.151132
HITL,2,40,146,38,2.44516,5,5,0.976552,0.402778,0.0480344,0.150538,0.224328,0.251727,0.277755,0.24748,0.224265,0.246422,0.27187,0.25581,0.233061,0.217532,0.204162,0.197242,0.172512,0.15
HITL,2,40,146,39,2.46592,5,5,0.98486,0.402778,0.0480344,0.15,0.224219,0.251505,0.278662,0.247716,0.223495,0.245427,0.269934,0.257555,0.232787,0.220485,0.206795,0.198691,0.173304,0.15
HITL,2,40,146,40,2.41325,5,5,0.96378,0.402778,0.0480344,0.15083,0.222616,0.25164,0.278387,0.247514,0.222562,0.246284,0.269977,0.258931,0.232822,0.220359,0.206652,0.197581,0.172906,0.150782
HITL,2,40,146,41,2.48023,5,5,0.990588,0.402778,0.0480344,0.15,0.222138,0.252081,0.27892,0.248101,0.22147,0.246714,0.271205,0.256386,0.232798,0.217727,0.205361,0.19495,0.174747,0.15
HITL,2,40,146,42,2.46189,5,5,0.983246,0.402778,0.0480344,0.15,0.225106,0.250243,0.27718,0.249674,0.221254,0.246885,0.273307,0.255985,0.23285,0.216641,0.203379,0.195263,0.173688,0.15
HITL,2,40,146,43,2.44941,5,5,0.978249,0.402778,0.0480344,0.151028,0.222821,0.250919,0.27931,0.246937,0.222973,0.2475,0.271063,0.257823,0.23394,0.218502,0.209168,0.196865,0.173171,0.150103
HITL,2,40,146,44,2.4144,5,5,0.96424,0.402778,0.0480344,0.150437,0.222772,0.252845,0.279923,0.248434,0.221579,0.246961,0.272043,0.258175,0.234926,0.220491,0.204853,0.196861,0.174615,0.15183
HITL,2,40,146,45,2.43452,5,5,0.972291,0.402778,0.0480344,0.150965,0.223461,0.253016,0.27922,0.247641,0.222996,0.246628,0.27156,0.257319,0.23266,0.220048,0.205544,0.198936,0.175719,0.15
HITL,2,40,146,46,2.46001,5,5,0.982492,0.402778,0.0480344,0.150798,0.221729,0.252167,0.27677,0.24958,0.224,0.245579,0.273289,0.257646,0.233426,0.21649,0.208583,0.19441,0.172952,0.150117
HITL,2,40,146,47,2.43257,5,5,0.97151,0.402778,0.0480344,0.15,0.222743,0.252389,0.277619,0.247185,0.22322,0.245901,0.273512,0.256283,0.234147,0.215958,0.20199,0.197141,0.174675,0.150516
HITL,2,40,146,48,2.45882,5,5,0.982018,0.402778,0.0480344,0.150259,0.221116,0.250938,0.278415,0.247436,0.222836,0.244629,0.273463,0.258373,0.231736,0.219828,0.208378,0.196694,0.173624,0.15
HITL,2,40,146,49,2.47896,5,5,0.990077,0.402778,0.0480344,0.15,0.223622,0.24992,0.278751,0.248792,0.224726,0.245919,0.269095,0.257352,0.233527,0.2192,0.209702,0.197979,0.173234,0.150305
HITL,2,40,146,50,2.43077,5,5,0.970791,0.402778,0.0480344,0.15132,0.222078,0.251105,0.279128,0.247396,0.2239,0.247396,0.272069,0.258245,0.232139,0.217006,0.208568,0.196924,0.17526,0.15
HITL,2,40,146,51,2.44164,5,5,0.975142,0.402778,0.0480344,0.151251,0.224575,0.24995,0.27549,0.247502,0.221669,0.246924,0.27409,0.258985,0.233506,0.220082,0.208618,0.197166,0.173041,0.150237
HITL,2,40,146,52,2.43895,5,5,0.974066,0.402778,0.0480344,0.150678,0.224582,0.251601,0.277907,0.247967,0.221985,0.247556,0.272639,0.256706,0.233419,0.216806,0.203046,0.19752,0.176444,0.15
HITL,2,40,146,53,2.4555,5,5,0.980689,0.402778,0.0480344,0.150079,0.222066,0.252369,0.278826,0.247004,0.223148,0.247513,0.270625,0.257268,0.233298,0.21826,0.207518,0.197358,0.174167,0.151058
HITL,2,40,146,54,2.47333,5,5,0.987824,0.402778,0.0480344,0.15,0.22108,0.252301,0.277445,0.249001,0.223979,0.246469,0.269287,0.258669,0.232738,0.220567,0.20441,0.196923,0.174696,0.150107
HITL,2,40,146,55,2.43531,5,5,0.972607,0.402778,0.0480344,0.150605,0.223367,0.253065,0.277978,0.246271,0.222804,0.247262,0.272009,0.25725,0.232743,0.21772,0.20652,0.201446,0.17456,0.15
HITL,2,40,146,56,2.49182,5,5,0.995225,0.402778,0.0480344,0.150218,0.221591,0.250185,0.273833,0.246768,0.224025,0.24656,0.268572,0.259634,0.232802,0.220192,0.207414,0.196397,0.173617,0.15
HITL,2,40,146,57,2.4851,5,5,0.992537,0.402778,0.0480344,0.15,0.222272,0.251517,0.278513,0.249324,0.223076,0.246209,0.269818,0.258467,0.232978,0.219583,0.204682,0.195747,0.175628,0.15
HITL,2,40,146,58,2.49882,5,5,0.998026,0.402778,0.0480344,0.150072,0.22322,0.250945,0.27769,0.248159,0.2231,0.247889,0.271458,0.257069,0.233342,0.219074,0.20675,0.197084,0.174827,0.15
HITL,2,40,146,59,2.46544,5,5,0.984666,0.402778,0.0480344,0.150534,0.223095,0.249875,0.277184,0.248701,0.222733,0.248143,0.272333,0.257354,0.233787,0.219548,0.204956,0.195311,0.175783,0.150282
HITL,2,40,146,60,2.4243,5,5,0.968202,0.402778,0.0480344,0.150317,0.22377,0.251254,0.2785,0.246362,0.224267,0.246598,0.273021,0.257396,0.232422,0.218513,0.206993,0.194137,0.172957,0.151273
HITL,2,40,146,61,2.39297,5,5,0.955662,0.402778,0.0480344,0.150786,0.224339,0.252135,0.278144,0.247442,0.221805,0.248583,0.272035,0.257621,0.231575,0.220575,0.204877,0.200779,0.174527,0.150068
HITL,2,40,146,62,2.43506,5,5,0.972507,0.402778,0.0480344,0.150893,0.221869,0.251926,0.277027,0.248951,0.222386,0.248902,0.271889,0.258297,0.232825,0.220475,0.206739,0.19605,0.174737,0.151007
HITL,2,40,146,63,2.44083,5,5,0.974815,0.402778,0.0480344,0.15,0.223976,0.251784,0.278533,0.245724,0.222203,0.246705,0.274557,0.257271,0.233076,0.219215,0.205462,0.196995,0.17436,0.150512
HITL,2,40,146,64,2.42592,5,5,0.96885,0.402778,0.0480344,0.15,0.223932,0.249618,0.277796,0.248271,0.221598,0.245359,0.271625,0.256256,0.234607,0.216909,0.203136,0.199623,0.173552,0.15
HITL,2,40,146,65,2.43338,5,5,0.971835,0.402778,0.0480344,0.150493,0.225289,0.250806,0.275701,0.246454,0.222778,0.246472,0.274019,0.257967,0.232941,0.221127,0.205805,0.198006,0.173701,0.150003
HITL,2,40,146,66,2.41623,5,5,0.964972,0.402778,0.0480344,0.150637,0.222703,0.249715,0.277473,0.246646,0.221641,0.246551,0.270879,0.256164,0.233252,0.219023,0.206151,0.197239,0.176102,0.150704
HITL,2,40,146,67,2.45532,5,5,0.980616,0.402778,0.0480344,0.150166,0.223312,0.252193,0.276099,0.246745,0.224053,0.24817,0.27318,0.256917,0.23309,0.217605,0.207387,0.197279,0.170798,0.150488
HITL,2,40,146,68,2.48417,5,5,0.992163,0.402778,0.0480344,0.15,0.223586,0.252366,0.278953,0.24783,0.223862,0.245967,0.271564,0.258588,0.232612,0.22022,0.206705,0.195994,0.17306,0.150128
HITL,2,40,146,69,2.41834,5,5,0.965816,0.402778,0.0480344,0.150681,0.223231,0.250302,0.278376,0.247666,0.223272,0.244822,0.273377,0.255517,0.234787,0.21651,0.203736,0.194236,0.176038,0.150497
HITL,2,40,146,70,2.44147,5,5,0.975075,0.402778,0.0480344,0.150361,0.221828,0.249088,0.278134,0.247687,0.221735,0.244841,0.270852,0.259091,0.234852,0.215949,0.205346,0.195527,0.17582,0.15
HITL,2,40,146,71,2.46959,5,5,0.98633,0.402778,0.0480344,0.150691,0.22279,0.251173,0.278861,0.250455,0.22354,0.24547,0.270898,0.258129,0.234149,0.218057,0.204324,0.196211,0.176891,0.15
HITL,2,40,146,72,2.45424,5,5,0.980186,0.402778,0.0480344,0.150752,0.222503,0.252595,0.279979,0.247978,0.223482,0.246149,0.272124,0.255939,0.232604,0.219169,0.20778,0.195867,0.17201,0.150272
HITL,2,40,146,73,2.47861,5,5,0.989938,0.402778,0.0480344,0.15,0.222427,0.252031,0.278604,0.247495,0.222608,0.248214,0.271097,0.257473,0.233807,0.220808,0.20691,0.197615,0.174229,0.150473
HITL,2,40,146,74,2.38483,5,5,0.952405,0.402778,0.0480344,0.15,0.225629,0.251381,0.278657,0.247014,0.221449,0.248052,0.271229,0.257622,0.233918,0.220471,0.205464,0.200693,0.174263,0.151382
HITL,2,40,146,75,2.48706,5,5,0.993321,0.402778,0.0480344,0.15,0.22347,0.251309,0.278338,0.247425,0.223257,0.246405,0.271793,0.256468,0.234025,0.217142,0.205492,0.194912,0.175628,0.15
HITL,2,40,146,76,2.40937,5,5,0.962226,0.402778,0.0480344,0.15,0.225105,0.250221,0.2754,0.246809,0.221701,0.246761,0.273701,0.260132,0.2341,0.219999,0.206151,0.197951,0.172678,0.151445
HITL,2,40,146,77,2.45701,5,5,0.981293,0.402778,0.0480344,0.15,0.222505,0.25263,0.27653,0.246811,0.224587,0.246019,0.271214,0.257524,0.230989,0.216628,0.207384,0.198939,0.173185,0.15
HITL,2,40,146,78,2.45476,5,5,0.980394,0.402778,0.0480344,0.15,0.22437,0.253445,0.275576,0.248461,0.221803,0.248122,0.271328,0.256944,0.231484,0.219848,0.20822,0.198809,0.17268,0.150716
HITL,2,40,146,79,2.43309,5,5,0.971718,0.402778,0.0480344,0.15,0.223196,0.25034,0.275042,0.24717,0.22422,0.246243,0.271451,0.256601,0.232996,0.217668,0.208361,0.199654,0.1729,0.150988
HITL,2,40,146,80,2.4238,5,5,0.968001,0.402778,0.0480344,0.15,0.222241,0.252404,0.277071,0.24824,0.221573,0.245812,0.271909,0.258688,0.23311,0.220501,0.205806,0.199138,0.174619,0.151111
HITL,2,40,146,81,2.39252,5,5,0.955483,0.402778,0.0480344,0.150975,0.222967,0.252152,0.279785,0.247497,0.223301,0.245955,0.270777,0.257202,0.23178,0.216882,0.2064,0.198628,0.173112,0.150695
HITL,2,40,146,82,2.43016,5,5,0.970548,0.402778,0.0480344,0.151014,0.224065,0.25193,0.274585,0.246045,0.222647,0.247566,0.270705,0.256267,0.231963,0.217364,0.20749,0.197931,0.173276,0.150136
HITL,2,40,146,83,2.4014,5,5,0.959037,0.402778,0.0480344,0.151214,0.225102,0.251483,0.277335,0.248028,0.221863,0.248331,0.268563,0.256633,0.23371,0.21724,0.207143,0.198514,0.172172,0.150515
HITL,2,40,146,84,2.43852,5,5,0.973891,0.402778,0.0480344,0.150695,0.222958,0.251361,0.278544,0.246863,0.223089,0.246082,0.27207,0.257296,0.232827,0.217503,0.208165,0.197666,0.173025,0.150132
HITL,2,40,146,85,2.46133,5,5,0.983024,0.402778,0.0480344,0.15,0.222697,0.253119,0.275601,0.247919,0.224761,0.24557,0.27232,0.256801,0.231659,0.21867,0.206317,0.19614,0.173235,0.150749
HITL,2,40,146,86,2.44736,5,5,0.977433,0.402778,0.0480344,0.15,0.223732,0.251726,0.276856,0.248121,0.221743,0.248341,0.269602,0.258658,0.232268,0.22017,0.20418,0.19596,0.174628,0.15
HITL,2,40,146,87,2.42585,5,5,0.968821,0.402778,0.0480344,0.150487,0.221596,0.250746,0.278884,0.246203,0.223553,0.24849,0.272509,0.256535,0.231251,0.217873,0.206468,0.196196,0.172204,0.15054
HITL,2,40,146,88,2.46324,5,5,0.983788,0.402778,0.0480344,0.150317,0.223824,0.252648,0.279019,0.248872,0.221774,0.246242,0.268678,0.259103,0.232905,0.215732,0.206561,0.194615,0.173279,0.150041
HITL,2,40,146,89,2.42796,5,5,0.969667,0.402778,0.0480344,0.15,0.22154,0.250649,0.277695,0.246858,0.222519,0.245819,0.271032,0.25801,0.232719,0.217901,0.209815,0.197034,0.173722,0.151043
HITL,2,40,146,90,2.4957,5,5,0.996777,0.402778,0.0480344,0.15,0.222273,0.251811,0.278266,0.247068,0.222658,0.247488,0.273248,0.256147,0.233255,0.219897,0.207436,0.196305,0.174891,0.150152
HITL,2,40,146,91,2.43951,5,5,0.974289,0.402778,0.0480344,0.15,0.221709,0.250771,0.278209,0.245198,0.222574,0.244449,0.270093,0.259683,0.233598,0.22071,0.206441,0.197414,0.172761,0.15
HITL,2,40,146,92,2.42815,5,5,0.969743,0.402778,0.0480344,0.150067,0.225753,0.251436,0.275081,0.246695,0.222634,0.246321,0.269184,0.257576,0.232276,0.219737,0.206243,0.197193,0.172429,0.150825
HITL,2,40,146,93,2.42581,5,5,0.968805,0.402778,0.0480344,0.150321,0.223354,0.251123,0.27725,0.247447,0.221721,0.244139,0.272333,0.259845,0.23288,0.220268,0.206689,0.195394,0.173651,0.15075
HITL,2,40,146,94,2.41719,5,5,0.965354,0.402778,0.0480344,0.15034,0.224436,0.252151,0.276726,0.247061,0.223316,0.247884,0.274006,0.257463,0.231388,0.220177,0.206424,0.196555,0.173976,0.151313
HITL,2,40,146,95,2.48221,5,5,0.991378,0.402778,0.0480344,0.150406,0.222565,0.25226,0.277806,0.247544,0.224046,0.24842,0.273038,0.255764,0.232155,0.218165,0.206728,0.19801,0.173729,0.15
HITL,2,40,146,96,2.42633,5,5,0.969012,0.402778,0.0480344,0.150446,0.222994,0.248267,0.276251,0.248189,0.221763,0.24831,0.272487,0.256959,0.233975,0.220262,0.206301,0.199012,0.172689,0.150323
HITL,2,40,146,97,2.43377,5,5,0.97199,0.402778,0.0480344,0.150436,0.221923,0.252622,0.279746,0.247927,0.222988,0.245823,0.26983,0.260817,0.231171,0.220311,0.206072,0.196291,0.173536,0.150264
HITL,2,40,146,98,2.43776,5,5,0.973588,0.402778,0.0480344,0.15,0.223839,0.25074,0.274719,0.247875,0.222095,0.248038,0.271441,0.257663,0.232005,0.21994,0.206007,0.196862,0.174665,0.150993
HITL,2,40,146,99,2.50375,5,5,1,0.402778,0.0480344,0.15,0.223554,0.252154,0.275697,0.24845,0.222454,0.24698,0.274709,0.258397,0.233975,0.219183,0.207498,0.19808,0.173488,0.15
HITL,2,40,147,0,2.50375,4.75,4.75,0.992524,0.380417,0.0474273,0.15,0.223554,0.252154,0.275697,0.24845,0.222454,0.24698,0.274709,0.258397,0.233975,0.219183,0.207498,0.19808,0.173488,0.15
HITL,2,40,147,1,2.49882,4.75,4.75,0.990569,0.380417,0.0474273,0.150072,0.22322,0.250945,0.27769,0.248159,0.2231,0.247889,0.271458,0.257069,0.233342,0.219074,0.20675,0.197084,0.174827,0.15
HITL,2,40,147,2,2.4957,4.75,4.75,0.989331,0.380417,0.0474273,0.15,0.222273,0.251811,0.278266,0.247068,0.222658,0.247488,0.273248,0.256147,0.233255,0.219897,0.207436,0.196305,0.174891,0.150152
HITL,2,40,147,3,2.49182,4.75,4.75,0.987793,0.380417,0.0474273,0.150218,0.221591,0.250185,0.273833,0.246768,0.224025,0.24656,0.268572,0.259634,0.232802,0.220192,0.207414,0.196397,0.173617,0.15
HITL,2,40,147,4,2.49098,4.75,4.75,0.987459,0.380417,0.0474273,0.15,0.223253,0.252396,0.27697,0.247613,0.22312,0.247555,0.269007,0.257662,0.233351,0.219654,0.207828,0.198005,0.173974,0.15031
HITL,2,40,147,5,0.000902815,4.75,4.75,0,0.380417,0.0474273,0.28165,0.196486,0.277322,0.171641,0.233821,0.151827,0.299069,0.260501,0.154355,0.223724,0.182699,0.288017,0.16023,0.158145,0.272099
HITL,2,40,147,6,0.0189857,4.75,4.75,0.00717092,0.380417,0.0474273,0.267051,0.219207,0.18293,0.224319,0.152399,0.281546,0.29036,0.288665,0.277367,0.155084,0.254763,0.161505,0.172958,0.185605,0.188567
HITL,2,40,147,7,0.014708,4.75,4.75,0.00547455,0.380417,0.0474273,0.23736,0.244029,0.222669,0.246689,0.259027,0.174553,0.284808,0.274141,0.196048,0.191775,0.284736,0.251916,0.298513,0.232694,0.182032
HITL,2,40,147,8,0.010737,4.75,4.75,0.00389981,0.380417,0.0474273,0.211251,0.282472,0.272134,0.186845,0.21164,0.243819,0.177349,0.298307,0.187838,0.166696,0.166912,0.2515,0.157676,0.246834,0.252474
HITL,2,40,147,9,0.00409918,4.75,4.75,0.00126754,0.380417,0.0474273,0.217061,0.27172,0.254377,0.223742,0.296644,0.172341,0.150306,0.18657,0.169547,0.254742,0.198297,0.201414,0.279108,0.204163,0.253299
HITL,2,40,147,10,0.0238739,4.75,4.75,0.00910939,0.380417,0.0474273,0.160271,0.256929,0.254546,0.232259,0.250749,0.293007,0.295585,0.227387,0.264961,0.193718,0.285657,0.226931,0.199736,0.221837,0.250583
HITL,2,40,147,11,0.00793671,4.75,4.75,0.00278935,0.380417,0.0474273,0.164501,0.153307,0.29188,0.299169,0.234166,0.211792,0.299893,0.234411,0.237498,0.162245,0.169522,0.230023,0.172978,0.258186,0.233592
HITL,2,40,147,12,0.00149137,4.75,4.75,0.000233397,0.380417,0.0474273,0.243484,0.162808,0.213681,0.177346,0.232263,0.176207,0.213322,0.184998,0.239513,0.284396,0.189249,0.293309,0.253068,0.297756,0.235019
HITL,2,40,147,13,0.00309462,4.75,4.75,0.000869178,0.380417,0.0474273,0.22246,0.294186,0.272034,0.233298,0.278453,0.233936,0.229665,0.262825,0.212215,0.217992,0.273965,0.181056,0.231278,0.190784,0.297489
HITL,2,40,147,14,0.0232947,4.75,4.75,0.00887968,0.380417,0.0474273,0.191915,0.22505,0.169884,0.191079,0.202194,0.250731,0.227931,0.267589,0.222538,0.237019,0.273552,0.277952,0.210612,0.268957,0.195077
HITL,2,40,147,15,2.46669,4.5125,4.51114,0.977828,0.359112,0.0474273,0.150721,0.224166,0.252161,0.277442,0.247503,0.22382,0.245487,0.272281,0.256818,0.232817,0.219475,0.208583,0.195227,0.173973,0.15
HITL,2,40,147,16,2.47821,4.5125,4.50862,0.982395,0.358999,0.0474273,0.15,0.223824,0.253019,0.277911,0.248311,0.224411,0.246399,0.272211,0.254921,0.233847,0.217909,0.209507,0.199082,0.173181,0.150575
HITL,2,40,147,17,2.44785,4.5125,4.51185,0.970359,0.359144,0.0474273,0.150711,0.222919,0.252093,0.280081,0.248025,0.222009,0.245096,0.26842,0.259225,0.233723,0.220591,0.209826,0.201278,0.172849,0.15
HITL,2,40,147,18,2.47855,4.5125,4.51138,0.982533,0.359123,0.0474273,0.15,0.223629,0.25079,0.277649,0.245942,0.222529,0.247509,0.270994,0.256346,0.23333,0.219116,0.206156,0.194865,0.176115,0.15
HITL,2,40,147,19,2.4464,4.5125,4.50935,0.969782,0.359032,0.0474273,0.150922,0.221245,0.250892,0.279004,0.248659,0.221474,0.248982,0.270501,0.256622,0.233375,0.219652,0.208086,0.195308,0.17521,0.150489
HITL,2,40,147,20,2.45688,4.5125,4.51079,0.973936,0.359097,0.0474273,0.15,0.221716,0.25162,0.278458,0.246794,0.223934,0.244936,0.274031,0.25722,0.232273,0.217701,0.206092,0.195569,0.175374,0.15
HITL,2,40,147,21,2.45204,4.5125,4.50667,0.972019,0.358911,0.0474273,0.15,0.223475,0.252587,0.278998,0.248634,0.221433,0.24732,0.272376,0.25828,0.233903,0.219659,0.204838,0.195602,0.172852,0.151058
HITL,2,40,147,22,2.47204,4.5125,4.50926,0.979948,0.359028,0.0474273,0.15,0.223785,0.251158,0.27951,0.249158,0.221686,0.245379,0.274019,0.260029,0.234044,0.219871,0.20845,0.198355,0.172074,0.15
HITL,2,40,147,23,2.45349,4.5125,4.50919,0.972593,0.359025,0.0474273,0.15,0.22215,0.251771,0.278111,0.246681,0.221904,0.248221,0.271399,0.255397,0.232613,0.217102,0.207331,0.194433,0.176461,0.150372
HITL,2,40,147,24,2.47925,4.5125,4.50826,0.982807,0.358983,0.0474273,0.15,0.223781,0.250858,0.273288,0.248202,0.223447,0.246491,0.273504,0.259096,0.232564,0.22094,0.209772,0.196421,0.17365,0.150921
HITL,2,40,147,25,2.4538,4.5125,4.50916,0.972718,0.359023,0.0474273,0.150316,0.225146,0.252152,0.27859,0.248305,0.22288,0.246533,0.272567,0.257606,0.23385,0.220006,0.205964,0.194866,0.171693,0.150879
HITL,2,40,147,26,2.4988,4.5125,4.50798,0.990562,0.35897,0.0474273,0.15,0.224105,0.252487,0.277136,0.248016,0.223747,0.246463,0.275119,0.256869,0.233502,0.219112,0.207193,0.197496,0.17484,0.15
HITL,2,40,147,27,2.5005,4.5125,4.51099,0.991236,0.359106,0.0474273,0.150535,0.222313,0.25064,0.278086,0.248343,0.22457,0.248301,0.270965,0.25673,0.234138,0.218041,0.207077,0.197024,0.174034,0.15
